id,title_english,title_romaji,genres,averageScore,format,popularity,title
103638,Case File nº221: Kabukicho,Kabukichou Sherlock,Comedy Drama Mystery Psychological,64.0,TV,24424,Case File nº221: Kabukicho
103735,Grimm's Notes The Animation,Grimms Notes The Animation,Action Adventure Fantasy,53.0,TV,12591,Grimm's Notes The Animation
103870,KING OF PRISM -Shiny Seven Stars-,KING OF PRISM -Shiny Seven Stars-,Music Sports,64.0,TV,2602,KING OF PRISM -Shiny Seven Stars-
103874,My Roommate is a Cat,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",Comedy Slice of Life,75.0,TV,54056,My Roommate is a Cat
103900,We Never Learn: BOKUBEN,Bokutachi wa Benkyou ga Dekinai,Comedy Ecchi Romance Slice of Life,70.0,TV,119880,We Never Learn: BOKUBEN
104009,Rinshi!! Ekodachan,Rinshi!! Ekoda-chan,Comedy Slice of Life,49.0,TV,4217,Rinshi!! Ekodachan
104052,Stars Align,Hoshiai no Sora,Drama Slice of Life Sports,75.0,TV,74644,Stars Align
104071,Million Arthur 2,Hangyaku-sei Million Arthur 2,Action Adventure Fantasy,61.0,TV,5941,Million Arthur 2
104102,Bermuda Triangle ~ Colorful Pastorale,Bermuda Triangle: Colorful Pastrale,Comedy Fantasy Slice of Life,48.0,TV,3438,Bermuda Triangle ~ Colorful Pastorale
104115,After School Dice Club,Houkago Saikoro Club,Comedy Slice of Life,64.0,TV,18112,After School Dice Club
104147,Joshi Kausei,Joshikausei,Comedy Slice of Life,54.0,TV_SHORT,21364,Joshi Kausei
104157,Rascal Does Not Dream of a Dreaming Girl,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Drama Psychological Romance Supernatural,84.0,MOVIE,231528,Rascal Does Not Dream of a Dreaming Girl
104158,Stand My Heroes: Piece of Truth,Stand My Heroes: PIECE OF TRUTH,Action Drama Mystery Psychological,50.0,TV,7921,Stand My Heroes: Piece of Truth
104159,AZUR LANE,Azur Lane,Action Ecchi Sci-Fi,58.0,TV,52187,AZUR LANE
104199,Is the Order a Rabbit?? ～Sing For You～,Gochuumon wa Usagi desu ka?? Sing For You,Comedy Slice of Life,76.0,OVA,9913,Is the Order a Rabbit?? ～Sing For You～
104200,POP TEAM EPIC TV SPECIAL,Poputepipikku TV Special,Comedy,72.0,SPECIAL,8524,POP TEAM EPIC TV SPECIAL
104212,Namuamidabutsu! -UTENA-,Namu Amida Butsu!: Rendai UTENA,Fantasy,50.0,TV,3978,Namuamidabutsu! -UTENA-
104213,Mr. Osomatsu THE MOVIE,Osomatsu-san The Movie,Comedy Drama Fantasy Mystery Slice of Life Supernatural,76.0,MOVIE,4541,Mr. Osomatsu THE MOVIE
104252,"Demon Lord, Retry!","Maou-sama, Retry!",Action Adventure Comedy Fantasy,62.0,TV,69353,"Demon Lord, Retry!"
104253,The Magnificent KOTOBUKI,Kouya no Kotobuki Hikoutai,Action Adventure,65.0,TV,12196,The Magnificent KOTOBUKI
104276,My Hero Academia Season 4,Boku no Hero Academia 4,Action Adventure Comedy Drama Sci-Fi,78.0,TV,483919,My Hero Academia Season 4
104284,AMAZING STRANGER,Chou Kadou Girl 1/6,Comedy Romance,56.0,TV_SHORT,5876,AMAZING STRANGER
104286,The Royal Tutor Movie,Oushitsu Kyoushi Heine Movie,Comedy Slice of Life,72.0,MOVIE,7418,The Royal Tutor Movie
104291,Magimoji Rurumo OAD,Majimoji Rurumo: Kanketsu-hen,Comedy Ecchi Fantasy Romance,70.0,OVA,2812,Magimoji Rurumo OAD
104307,Hi Score Girl: Extra Stage,Hi Score Girl: EXTRA STAGE,Comedy Drama Romance Slice of Life,78.0,OVA,22216,Hi Score Girl: Extra Stage
104324,Skeleton Bookstore Employee Honda OVA,Gaikotsu Shotenin Honda-san OVA,Comedy Slice of Life,65.0,OVA,3723,Skeleton Bookstore Employee Honda OVA
104325,"Why the hell are you here, Teacher!?",Nande Koko ni Sensei ga!?,Comedy Ecchi Romance,62.0,TV_SHORT,99531,"Why the hell are you here, Teacher!?"
104378,Strike Witches: 501st JOINT FIGHTER WING Take Off!,Strike Witches 501 Butai Hasshin Shimasu!,Comedy Sci-Fi,62.0,TV_SHORT,5790,Strike Witches: 501st JOINT FIGHTER WING Take Off!
104382,PSYCHO-PASS Sinners of the System: Case.2 First Guardian,PSYCHO-PASS Sinners of the System Case 2: First Guardian,Action Psychological Sci-Fi Thriller,73.0,MOVIE,30114,PSYCHO-PASS Sinners of the System: Case.2 First Guardian
104454,ISEKAI QUARTET,Isekai Quartet,Comedy Fantasy Slice of Life,72.0,TV_SHORT,99775,ISEKAI QUARTET
104458,The Founder of Diabolism 2,Modao Zushi 2,Action Adventure Drama Fantasy Mystery Supernatural,83.0,ONA,29107,The Founder of Diabolism 2
104463,A Certain Scientific Accelerator,Toaru Kagaku no Accelerator,Action Sci-Fi,70.0,TV,66141,A Certain Scientific Accelerator
104464,ORESUKI: Are you the only one who loves me?,Ore wo Suki nano wa Omae dake ka yo,Comedy Drama Ecchi Romance Slice of Life,70.0,TV,125884,ORESUKI: Are you the only one who loves me?
104562,The Relative Worlds,Ashita Sekai ga Owaru toshitemo,Drama Romance Sci-Fi,59.0,MOVIE,10342,The Relative Worlds
104578,Attack on Titan Season 3 Part 2,Shingeki no Kyojin Season 3 Part 2,Action Drama Fantasy Mystery,89.0,TV,548293,Attack on Titan Season 3 Part 2
104674,The Price of Smiles,Egao no Daika,Drama Fantasy Mecha Slice of Life,56.0,TV,11993,The Price of Smiles
104679,Chidori RSC,Rifle Is Beautiful,Comedy Slice of Life Sports,57.0,TV,13201,Chidori RSC
104712,Rainy Cocoa sideG,Ameiro Cocoa sideG,Comedy Slice of Life,43.0,TV_SHORT,2714,Rainy Cocoa sideG
104721,LAIDBACKERS,LAIDBACKERS,Comedy Fantasy,56.0,MOVIE,2375,LAIDBACKERS
104722,ASSASSINS PRIDE,Assassins Pride,Action Comedy Drama Fantasy Mystery Romance,57.0,TV,102213,ASSASSINS PRIDE
104723,Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?,Action Adventure Comedy Ecchi Fantasy,51.0,TV,78443,Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?
104922,Fights Break Sphere S3,Dou Po Cangqiong 3,Action Adventure Fantasy Mystery Romance,77.0,ONA,2479,Fights Break Sphere S3
104979,Show Me Your Panties While You Give Me That Disgusted Look! 2,Iya na Kao sare nagara Opantsu Misete Moraitai 2,Ecchi,55.0,ONA,13158,Show Me Your Panties While You Give Me That Disgusted Look! 2
104989,Cinderella Nine,Hachigatsu no Cinderella Nine,Slice of Life Sports,56.0,TV,9772,Cinderella Nine
104990,PSYCHO-PASS Sinners of the System: Case.3 Beyond the Pale of Vengeance,PSYCHO-PASS Sinners of the System Case 3: Onshuu no Kanata ni ____,Action Psychological Sci-Fi Thriller,76.0,MOVIE,29193,PSYCHO-PASS Sinners of the System: Case.3 Beyond the Pale of Vengeance
105018,Ride Your Wave,"Kimi to, Nami ni Noretara",Drama Fantasy Romance,75.0,MOVIE,92682,Ride Your Wave
105074,Magical Sempai,Tejina Senpai,Comedy Ecchi Slice of Life,60.0,TV_SHORT,74420,Magical Sempai
105081,Wasteful Days of High School Girls,Joshikousei no Mudazukai,Comedy Slice of Life,74.0,TV,41080,Wasteful Days of High School Girls
105143,One Piece: Stampede,ONE PIECE STAMPEDE,Action Adventure Comedy Drama Fantasy,80.0,MOVIE,56029,One Piece: Stampede
105156,Cautious Hero: The Hero Is Overpowered but Overly Cautious,Shinchou Yuusha: Kono Yuusha ga Ore TUEEE Kuse ni Shinchou Sugiru,Action Adventure Comedy Fantasy,73.0,TV,177462,Cautious Hero: The Hero Is Overpowered but Overly Cautious
105200,Aggretsuko: Season 2,Aggressive Retsuko Season 2,Comedy Music Slice of Life,76.0,ONA,34743,Aggretsuko: Season 2
105246,Actors: Songs Connection,ACTORS: Songs Connection,Comedy Music Mystery Slice of Life,57.0,TV,6156,Actors: Songs Connection
105310,Fire Force,Enen no Shouboutai,Action Drama Sci-Fi Supernatural,76.0,TV,426835,Fire Force
105333,Dr. STONE,Dr. STONE,Action Adventure Comedy Sci-Fi,81.0,TV,495092,Dr. STONE
105334,Fruits Basket (2019),Fruits Basket: 1st Season,Comedy Drama Romance Slice of Life Supernatural,82.0,TV,281288,Fruits Basket (2019)
105387,Katana Maidens ~ Mini Toji,Mini Toji,Action Comedy Fantasy Mahou Shoujo,57.0,TV_SHORT,2379,Katana Maidens ~ Mini Toji
105391,Ikki Tousen: Western Wolves,Ikkitousen: Western Wolves,Action Comedy Ecchi,62.0,OVA,5187,Ikki Tousen: Western Wolves
105596,Reconguista in G the Movie I Go! Core Fighter,Gundam: G no Reconguista I - Ike! Core Fighter,Action Mecha Sci-Fi,67.0,MOVIE,2330,Reconguista in G the Movie I Go! Core Fighter
105655,Lupin the 3rd: Goodbye Partner,Lupin III: Goodbye Partner,Action Adventure Comedy,66.0,SPECIAL,3002,Lupin the 3rd: Goodbye Partner
105749,Ace of the Diamond act II,Diamond no Ace act II,Sports,82.0,TV,24309,Ace of the Diamond act II
105807,7SEEDS,7SEEDS,Action Adventure Drama Horror Mystery Psychological Romance Sci-Fi,63.0,ONA,41086,7SEEDS
105893,My Hero Academia the Movie: Two Heroes Specials,Boku no Hero Academia THE MOVIE: Futari no Hero Specials,Action Drama,71.0,OVA,39535,My Hero Academia the Movie: Two Heroes Specials
105914,The Helpful Fox Senko-san,Sewayaki Kitsune no Senko-san,Comedy Fantasy Slice of Life Supernatural,71.0,TV,100891,The Helpful Fox Senko-san
105928,RobiHachi,RobiHachi,Adventure Comedy Mecha Sci-Fi,60.0,TV,11104,RobiHachi
105932,O Maidens in Your Savage Season,Araburu Kisetsu no Otome-domo yo.,Comedy Drama Romance Slice of Life,71.0,TV,101878,O Maidens in Your Savage Season
105989,Ao-chan Can't Study!,Midara na Ao-chan wa Benkyou ga Dekinai,Comedy Ecchi Romance,64.0,TV_SHORT,77191,Ao-chan Can't Study!
106051,Senryu Girl,Senryuu Shoujo,Comedy Romance Slice of Life,71.0,TV_SHORT,53476,Senryu Girl
106165,Even a Dad Still Wants It...,"Papa Datte, Shitai",Hentai Romance,53.0,ONA,5407,Even a Dad Still Wants It...
106206,Case Closed: The Fist of Blue Sapphire,Meitantei Conan: Konjou no Fist,Action Drama Mystery,77.0,MOVIE,9069,Case Closed: The Fist of Blue Sapphire
106239,Nobunaga teacher's young bride,Nobunaga-sensei no Osanazuma,Comedy Ecchi Romance Supernatural,48.0,TV_SHORT,21695,Nobunaga teacher's young bride
106286,Weathering With You,Tenki no Ko,Drama Romance Slice of Life Supernatural,81.0,MOVIE,317744,Weathering With You
106287,Pokémon: Mewtwo Strikes Back—Evolution,Pocket Monsters: Mewtwo no Gyakushuu EVOLUTION,Action Adventure Comedy Drama Fantasy Sci-Fi,61.0,MOVIE,9452,Pokémon: Mewtwo Strikes Back—Evolution
106433,VIRTUALSAN - LOOKING,Virtual-san wa Miteiru,Comedy Music,45.0,TV,4055,VIRTUALSAN - LOOKING
106493,Doraemon the Movie 2019: Nobita's Chronicle of the Moon Exploration,Doraemon: Nobita no Getsumen Tansa-ki,Adventure Sci-Fi,70.0,MOVIE,2001,Doraemon the Movie 2019: Nobita's Chronicle of the Moon Exploration
106508,Fight League: Gear Gadget Generators,Fight League: Gear Gadget Generators,Action Mecha Sci-Fi Sports,51.0,ONA,1839,Fight League: Gear Gadget Generators
106509,That Time I Got Reincarnated as a Slime OAD,Tensei Shitara Slime Datta Ken OVA,Action Adventure Comedy Ecchi Fantasy,73.0,OVA,76228,That Time I Got Reincarnated as a Slime OAD
106568,BAKUMATSU Crisis,BAKUMATSU Crisis,Action,49.0,TV,2895,BAKUMATSU Crisis
106607,I'm From Japan,Jimoto ga Japan,Action Comedy,39.0,TV_SHORT,645,I'm From Japan
106690,DOUBLE DECKER! DOUG & KIRILL EX,DOUBLE DECKER! Doug & Kirill: EXTRA,Action Comedy Mystery Sci-Fi,66.0,SPECIAL,2164,DOUBLE DECKER! DOUG & KIRILL EX
106750,The Island of Giant Insects,Kyochuu Rettou,Action Drama Ecchi Horror Mystery Thriller,37.0,OVA,7025,The Island of Giant Insects
106893,Cop Craft,Cop Craft,Action Fantasy Sci-Fi,64.0,TV,36345,Cop Craft
106894,Kochoki,Kochoki: Wakaki Nobunaga,Action Adventure Drama Romance,60.0,TV,7862,Kochoki
106896,PERSONA5 the Animation: Stars and Ours,PERSONA5 the Animation: Stars and Ours,Action Fantasy Supernatural,68.0,SPECIAL,7291,PERSONA5 the Animation: Stars and Ours
106918,Lord El-Melloi II's Case Files {Rail Zeppelin} Grace note,"Lord El-Melloi II-sei no Jikenbo: ""Rail Zeppelin"" Grace note",Drama Fantasy Mystery Supernatural,72.0,TV,50002,Lord El-Melloi II's Case Files {Rail Zeppelin} Grace note
107012,The Wonderland,Birthday Wonderland,Adventure Fantasy,63.0,MOVIE,9287,The Wonderland
107068,Teasing Master Takagi-san Season 2,Karakai Jouzu no Takagi-san 2,Comedy Romance Slice of Life,79.0,TV,85459,Teasing Master Takagi-san Season 2
107136,Making A Cumback to Early Days!,Gaki ni Modotte Yarinaoshi!!!,Hentai,67.0,ONA,5717,Making A Cumback to Early Days!
107138,WATATEN!: an Angel Flew Down to Me: You Never Let Us Down / Always Growing Closer / Let's Change You Into This! / I'm Your Big Sister,Watashi ni Tenshi ga Maiorita! OVA,Comedy Slice of Life,71.0,OVA,12518,WATATEN!: an Angel Flew Down to Me: You Never Let Us Down / Always Growing Closer / Let's Change You Into This! / I'm Your Big Sister
107202,Free! -Road to the World- the Dream,Free!: Road to the World - Yume,Comedy Drama Slice of Life Sports,77.0,MOVIE,11343,Free! -Road to the World- the Dream
107208,Girls und Panzer das Finale - Part 2,Girls und Panzer: Saishuushou 2,Action Sports,80.0,MOVIE,14017,Girls und Panzer das Finale - Part 2
107226,How Heavy Are the Dumbbells You Lift?,Dumbbell Nan Kilo Moteru?,Comedy Ecchi Slice of Life Sports,71.0,TV,115536,How Heavy Are the Dumbbells You Lift?
107252,Utano Princesama Maji LOVE Kingdom,Uta no☆Prince-sama♪ Maji LOVE Kingdom,Comedy Music,69.0,MOVIE,3237,Utano Princesama Maji LOVE Kingdom
107313,Lupin the IIIrd: Fujiko's Lie,LUPIN THE IIIRD: Mine Fujiko no Uso,Action Adventure Comedy,72.0,MOVIE,7088,Lupin the IIIrd: Fujiko's Lie
107339,Kemono Michi: Rise Up,Hataage! Kemono Michi,Comedy Fantasy Slice of Life,64.0,TV,53176,Kemono Michi: Rise Up
107346,Granblue Fantasy: The Animation Season 2,GRANBLUE FANTASY The Animation Season 2,Adventure Fantasy,66.0,TV,18111,Granblue Fantasy: The Animation Season 2
107371,White Snake,Bai She: Yuan Qi,Adventure Drama Romance Supernatural,72.0,MOVIE,3300,White Snake
107418,Fairy gone,Fairy Gone,Action Adventure Drama Fantasy Supernatural,52.0,TV,44291,Fairy gone
107441,We're Still Underground,Bokura Mada Underground,Psychological Romance,73.0,MUSIC,3621,We're Still Underground
107490,The Demon Girl Next Door,Machikado Mazoku,Comedy Fantasy Mahou Shoujo Slice of Life,75.0,TV,60327,The Demon Girl Next Door
107506,Tsurune: For Better or Worse,Tsurune: Kazemai Koukou Kyuudou-bu - Yabai,Drama Slice of Life Sports,71.0,OVA,12293,Tsurune: For Better or Worse
107624,Final Fantasy XV: Episode Ardyn - Prologue,FINAL FANTASY XV EPISODE ARDYN - PROLOGUE,Fantasy,62.0,ONA,3315,Final Fantasy XV: Episode Ardyn - Prologue
107660,BEASTARS,BEASTARS,Drama Mystery Psychological Romance Slice of Life,77.0,TV,238548,BEASTARS
107663,ASTRA LOST IN SPACE,Kanata no Astra,Adventure Mystery Sci-Fi,78.0,TV,94601,ASTRA LOST IN SPACE
107666,True Cooking Master Boy,Shin Chuuka Ichiban!,Comedy,59.0,TV,4074,True Cooking Master Boy
107672,To the Abandoned Sacred Beasts,Katsute Kami Datta Kemono-tachi e,Action Drama Fantasy Mystery Supernatural,61.0,TV,37555,To the Abandoned Sacred Beasts
107693,Welcome to Demon School! Iruma-kun,Mairimashita! Iruma-kun,Comedy Fantasy,77.0,TV,143384,Welcome to Demon School! Iruma-kun
107727,NiNoKuni,Ni no Kuni,Action Adventure Fantasy Romance,63.0,MOVIE,22635,NiNoKuni
107744,Martial Universe,Wu Dong Qiankun,Action Adventure Fantasy,71.0,ONA,2120,Martial Universe
107858,Zip! Shimezo,Chuck Shimezou,,45.0,MOVIE,235,Zip! Shimezo
107864,For Whom The Alchemist Exists The Movie,Ta ga Tame no Alchemist,Fantasy,59.0,MOVIE,4031,For Whom The Alchemist Exists The Movie
107876,BEM,BEM,Action Horror Supernatural,56.0,TV,20677,BEM
107881,Space Battleship Tiramisu Zwei Specials,Uchuu Senkan Tiramisu II Specials,Comedy Mecha Sci-Fi Slice of Life,58.0,SPECIAL,797,Space Battleship Tiramisu Zwei Specials
107905,Dragon Quest: Your Story,Dragon Quest: Your Story,Adventure Comedy Fantasy,66.0,MOVIE,5700,Dragon Quest: Your Story
107956,"If It's for My Daughter, I'd Even Defeat a Demon Lord","Uchi no Ko no Tame Naraba, Ore wa Moshikashitara Maou mo Taoseru Kamo Shirenai.",Adventure Fantasy Slice of Life,68.0,TV,61350,"If It's for My Daughter, I'd Even Defeat a Demon Lord"
107961,"Hensuki: Are you willing to fall in love with a pervert, as long as she’s a cutie?",Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,Comedy Ecchi Mystery Romance,62.0,TV,89349,"Hensuki: Are you willing to fall in love with a pervert, as long as she’s a cutie?"
107974,"Backwasher! -Her and I, in the Women's Bath!?-",Araiya-san!: Ore to Aitsu ga Onnayu de!?,Comedy Hentai Romance,62.0,ONA,11122,"Backwasher! -Her and I, in the Women's Bath!?-"
107984,"Look, I Can See Your Ears! S2","Wei, Kanjian Erduo La! 2",Comedy Fantasy Romance Slice of Life,71.0,ONA,3324,"Look, I Can See Your Ears! S2"
108039,Mobile Suit Gundam: The Origin - Advent of the Red Comet,Kidou Senshi Gundam: THE ORIGIN - Zenya Akai Suisei,Action Mecha Sci-Fi,79.0,TV,8371,Mobile Suit Gundam: The Origin - Advent of the Red Comet
108040,RADIANT Season 2,Radiant 2,Action Adventure Comedy Fantasy,74.0,TV,29032,RADIANT Season 2
108041,SD Gundam World Sangoku Soketsuden,SD Gundam World Sangoku Soketsuden,Action Mecha,46.0,ONA,1116,SD Gundam World Sangoku Soketsuden
108062,"My Sister, My Writer (OVA)",Ore ga Suki nano wa Imouto dakedo Imouto ja Nai OVA,Comedy Ecchi Romance,51.0,OVA,5956,"My Sister, My Writer (OVA)"
108111,Are You Lost?,Sounan desu ka?,Adventure Comedy Ecchi,63.0,TV_SHORT,45008,Are You Lost?
108146,Journal of the Mysterious Creatures,Yichang Shengwu Jianwen Lu,Comedy Supernatural,58.0,ONA,4448,Journal of the Mysterious Creatures
108147,GRANBELM,Granbelm,Action Adventure Drama Fantasy Mahou Shoujo Mecha,63.0,TV,21076,GRANBELM
108268,Ascendance of a Bookworm,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Fantasy Slice of Life,78.0,TV,99763,Ascendance of a Bookworm
108301,Sun Shower,Soba e,Fantasy,57.0,ONA,1164,Sun Shower
108307,PSYCHO-PASS 3,PSYCHO-PASS 3,Action Psychological Sci-Fi Thriller,73.0,TV,68428,PSYCHO-PASS 3
108354,"The Girl From the Other Side: Siúil, a Rún",Totsukuni no Shoujo,Fantasy Mystery,74.0,OVA,27424,"The Girl From the Other Side: Siúil, a Rún"
108355,Armor Shop for Ladies & Gentlemen Flips the Script,Otona no Bouguya-san (Rimen),Comedy Ecchi Fantasy,51.0,ONA,3027,Armor Shop for Ladies & Gentlemen Flips the Script
108358,Phantasy Star Online 2: Episode Oracle,PHANTASY STAR ONLINE 2: EPISODE ORACLE,Action Sci-Fi,61.0,TV,7397,Phantasy Star Online 2: Episode Oracle
108388,High School Prodigies Have It Easy Even In Another World,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,Action Adventure Drama Ecchi Fantasy,61.0,TV,76497,High School Prodigies Have It Easy Even In Another World
108430,given,Given,Drama Music Romance Slice of Life,82.0,TV,195257,given
108444,Try Knights,Try Knights,Action Drama Sports,38.0,TV,5542,Try Knights
108478,No Guns Life,No Guns Life,Action Drama Sci-Fi,66.0,TV,56495,No Guns Life
108487,Fragtime,Fragtime,Drama Romance Slice of Life Supernatural,64.0,MOVIE,21183,Fragtime
108548,UzaMaid!: My Maid Is Still Seriously Way Too Annoying...,Uchi no Maid ga Uzasugiru! OVA,Comedy Slice of Life,66.0,OVA,6658,UzaMaid!: My Maid Is Still Seriously Way Too Annoying...
108553,My Hero Academia: Heroes Rising,Boku no Hero Academia THE MOVIE: Heroes:Rising,Action Sci-Fi,78.0,MOVIE,159511,My Hero Academia: Heroes Rising
108554,Special 7: Special Crime Investigation Unit,Keishicho Tokumu-bu Tokushu Kyoaku-han Taisaku-Shitsu Dai-Nana-ka: Tokunana,Action Drama Mystery Psychological,56.0,TV,13303,Special 7: Special Crime Investigation Unit
108577,Her Blue Sky,Sora no Aosa wo Shiru Hito yo,Drama Music Romance Slice of Life Supernatural,73.0,MOVIE,43997,Her Blue Sky
108581,Hi Score Girl II,Hi Score Girl II,Comedy Drama Romance,78.0,TV,35420,Hi Score Girl II
108598,Levius,Levius,Drama Sci-Fi Sports,67.0,ONA,7497,Levius
108626,HUMAN LOST,HUMAN LOST,Action Sci-Fi,54.0,MOVIE,7039,HUMAN LOST
108732,Zero,Zero,,50.0,MUSIC,187,Zero
108735,BanG Dream! FILM LIVE,BanG Dream! FILM LIVE,Music,74.0,MOVIE,5818,BanG Dream! FILM LIVE
108759,Sword Art Online: Alicization - War of Underworld,Sword Art Online: Alicization - War of Underworld,Action Adventure Fantasy,75.0,TV,199820,Sword Art Online: Alicization - War of Underworld
108810,THE IDOLM@STER CINDERELLA GIRLS Theater CLIMAX SEASON,Cinderella Girls Gekijou: Kayou Cinderella Theater CLIMAX SEASON,Comedy,59.0,ONA,1303,THE IDOLM@STER CINDERELLA GIRLS Theater CLIMAX SEASON
108852,Bakugan: Battle Planet,Bakugan Battle Planet,Action Comedy Fantasy,51.0,TV,2168,Bakugan: Battle Planet
108853,Beyblade Burst Rise,Beyblade Burst Gachi,Action Adventure Sci-Fi Sports,61.0,ONA,3490,Beyblade Burst Rise
108891,Kono Oto Tomare!: Sounds of Life Season 2,Kono Oto Tomare! 2,Drama Music Romance Slice of Life,83.0,TV,48702,Kono Oto Tomare!: Sounds of Life Season 2
108910,Parade of Fools,Gusha no Parade,,60.0,MUSIC,491,Parade of Fools
108928,The Seven Deadly Sins: Imperial Wrath of the Gods,Nanatsu no Taizai: Kamigami no Gekirin,Action Adventure Comedy Ecchi Fantasy Supernatural,62.0,TV,185254,The Seven Deadly Sins: Imperial Wrath of the Gods
108945,One-Punch Man Season 2 OVA,One Punch Man 2 OVA,Action Comedy Sci-Fi Supernatural,72.0,OVA,40750,One-Punch Man Season 2 OVA
108981,The King's Avatar: For the Glory,Quanzhi Gaoshou: Dianfeng Rongyao,Action Drama,78.0,MOVIE,15154,The King's Avatar: For the Glory
109089,Outburst Dreamer Boys (TV),Chuubyou Gekihatsu Boy (TV),Comedy Slice of Life,63.0,TV,13987,Outburst Dreamer Boys (TV)
109190,Violet Evergarden: Eternity and the Auto Memory Doll,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,Drama Fantasy Slice of Life,83.0,MOVIE,130714,Violet Evergarden: Eternity and the Auto Memory Doll
109192,This World to You,Kimi ni Sekai,Psychological Sci-Fi,66.0,MUSIC,1721,This World to You
109215,Shishigari,Shishigari,Action Adventure,67.0,MOVIE,1940,Shishigari
109260,Cardfight!! Vanguard: High School Arc Cont.,Cardfight!! Vanguard: Zoku Koukousei-hen,Action Adventure Fantasy,63.0,TV,2352,Cardfight!! Vanguard: High School Arc Cont.
109299,Corruption RPG Holy Knight Ruvyrias,Ochi Mono RPG Seikishi Luvilias,Hentai,64.0,OVA,3460,Corruption RPG Holy Knight Ruvyrias
109304,Sexy Chronicles of Demon Queen Melissa,Onna Maou Melissa no H na Boukenki: Seieki o Atsumeru Ero Maou,Fantasy Hentai,51.0,OVA,734,Sexy Chronicles of Demon Queen Melissa
109321,Val x Love,Val x Love,Comedy Ecchi Romance Supernatural,54.0,TV,28263,Val x Love
109477,More,More,Sci-Fi,57.0,MUSIC,738,More
109492,We Never Learn OVAs,Bokutachi wa Benkyou ga Dekinai OVAs,Comedy Ecchi Romance Slice of Life,71.0,OVA,22499,We Never Learn OVAs
109562,Fairy gone Season 2,Fairy Gone 2,Action Adventure Drama Fantasy Supernatural,60.0,TV,13147,Fairy gone Season 2
109603,Theatre of Darkness: Yamishibai 7,Yami Shibai 7,Horror Supernatural,55.0,TV_SHORT,5592,Theatre of Darkness: Yamishibai 7
109616,Blade of the Immortal (ONA),Mugen no Juunin: IMMORTAL,Action Adventure Supernatural,70.0,ONA,24736,Blade of the Immortal (ONA)
109621,Fire in His Fingertips: My Childhood Friend is a Fireman,Yubisaki kara Honki no Netsujou: Osananajimi wa Shouboushi,Comedy Hentai Romance,56.0,ONA,6307,Fire in His Fingertips: My Childhood Friend is a Fireman
109639,Dino Girl Gauko,Kyouryuu Shoujo Gauko,Comedy Slice of Life,57.0,ONA,912,Dino Girl Gauko
109819,Mob Psycho 100 II: The First Spirits and Such Company Trip ~A Journey that Mends the Heart and Heals the Soul~,Mob Psycho 100: Daiikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,Action Comedy Supernatural,76.0,OVA,42292,Mob Psycho 100 II: The First Spirits and Such Company Trip ~A Journey that Mends the Heart and Heals the Soul~
109929,Hakata Mentai! Pirikarako-chan,Hakata Mentai! Pirikarako-chan,Comedy Slice of Life Supernatural,44.0,TV_SHORT,1453,Hakata Mentai! Pirikarako-chan
109955,Bakugan: Beyond the Brawl,Bakugan Battle Planet Short Anime,Comedy,45.0,ONA,290,Bakugan: Beyond the Brawl
109963,Food Wars! The Fourth Plate,Shokugeki no Souma: Shin no Sara,Comedy Ecchi,76.0,TV,162781,Food Wars! The Fourth Plate
110088,Take My Brother Away! 3,Ani ni Tsukeru Kusuri wa Nai! 3,Comedy Slice of Life,74.0,ONA,10987,Take My Brother Away! 3
110173,Midnight Occult Civil Servants OVA,Mayonaka no Occult Koumuin OVA,Fantasy Supernatural,67.0,OVA,2999,Midnight Occult Civil Servants OVA
110228,Dark Night,Yamiyo,Psychological,70.0,MUSIC,3084,Dark Night
110229,We Never Learn!: BOKUBEN Season 2,Bokutachi wa Benkyou ga Dekinai!,Comedy Ecchi Romance Slice of Life,71.0,TV,77283,We Never Learn!: BOKUBEN Season 2
110261,Promare: Galo,Promare: SIDE Galo,Action Comedy Mecha Sci-Fi,67.0,SPECIAL,12696,Promare: Galo
110279,Reunion,Saikai,,61.0,MUSIC,513,Reunion
110287,Cooking with Valkyries,Valkyrie no Shokutaku,Comedy Slice of Life,67.0,ONA,7031,Cooking with Valkyries
110291,A New Journey,A New Journey,Action Slice of Life,56.0,ONA,1487,A New Journey
110313,Love of Love by Love for Love,Koi no Koi ni Yoru Koi no Tame no Koi,,59.0,MUSIC,538,Love of Love by Love for Love
110318,Squishy! Black Clover,Mugyutto! Black Clover,Comedy Fantasy,61.0,ONA,6414,Squishy! Black Clover
110413,Lupin III: The First,Lupin III: THE FIRST,Action Adventure Mystery,77.0,MOVIE,13467,Lupin III: The First
